normalized_comment,number_of_reviews,number_of_products,canonical_product_links
the formula is creamy but the 2 shades i got (light ivory and natural) look nothing like they do online. they are so orange in real life. please tell us the undertones. they are very orange.,2,2,"[""https://www.ulta.com/p/hd-pro-corrector-concealer-pimprod2022723"", ""https://www.ulta.com/p/lightweight-hd-pro-creamy-concealer-xlsImpprod15711051""]"
"the foundation that i got was water based, so they told me this would be the best primer that is water-based that will go with the foundation. i didn't get that the tiny or the mini size. but i soon as i opened it and squeezed it literally half of the product was dry like a skinny worm completely dry, so i'm returning",2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
the last couple years i've been struggling with putting makeup under my eyes to cover dark circles without my fine lines being accentuated and looking worse. i tried every technique on youtube with setting sprays and even tried expensive under eye setting powders that were terrible. always creasing. today i set my under eye with the pink powder and 12 hours later there is still no creasing! it looks bright and amazing! i really recommend.,4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
the neutral tan is perfect for the dog days of summer. my mature skin looks and feels better. i am not worried about a sunburn on my face or eye area when using this product.,2,2,"[""https://www.ulta.com/p/cc-cream-with-spf-50-xlsImpprod5770257"", ""https://www.ulta.com/p/mini-cc-cream-with-spf-50-pimprod2013015""]"
"the new five is terrible, it gives no control over how much product comes out and you end up with way too much. the pump bottle was way better and didn't leave you with so much wasted product. won't be buying this any longer",2,2,"[""https://www.ulta.com/p/mini-prime-time-original-pore-minimizing-primer-pimprod2039236"", ""https://www.ulta.com/p/prime-time-original-pore-minimizing-primer-pimprod2036786""]"
the new packaging is awful and the formula is not the same product! it is thick and does not go on evenly nor does it allow you to smoothly apply your foundation! i will be replacing this product with another brand! terrible product!,2,2,"[""https://www.ulta.com/p/mini-prime-time-original-pore-minimizing-primer-pimprod2039236"", ""https://www.ulta.com/p/prime-time-original-pore-minimizing-primer-pimprod2036786""]"
"the packaging was gorgeous as always when it comes to nars products. unfortunately, it was my exact skin tone match and so i could not really use it as a bronzer. however, i tried it as a full face powder and it worked well. it had a very pretty, skinlike finish.",2,2,"[""https://www.ulta.com/p/laguna-bronzer-powder-talc-free-pimprod2038440"", ""https://www.ulta.com/p/mini-laguna-bronzer-powder-talc-free-pimprod2038438""]"
"the pan fel out as soon as i opened the palete and i couldnt get it to just stick back on. i was p disappointed by this but since the shade looked promising i used it anyway and will probably jut glue it back on. i purchased the shade avila beach and i thought it was okay but too warm. i think it can be put on lightly and blends well but wish that there was another pallets that was cooler than that one but the same shade and as fair. i dont mind it when used lightly, but its pigmentd and not really neutral and comes off as warmer.",2,2,"[""https://www.ulta.com/p/cheek-dew-hydrating-serum-blush-pimprod2027226"", ""https://www.ulta.com/p/pressed-powder-bronzer-pimprod2038313""]"
the picture on this listing is of the old bottle. there is a new bottle now that has a fine mist. i think both bottles have merit. i will be refilling both bottles. the old bottle i like better for melding the powder makeup with your skin (like before applying cream products on the cheeks or at the end of all powder products before mascara). the new bottle i like better if you are using it at the very end for setting or to refresh later. the product itself hasn't changed thankfully,2,2,"[""https://www.ulta.com/p/mini-mac-prep-prime-fix-primer-setting-spray-xlsImpprod15921206"", ""https://www.ulta.com/p/prep-prime-fix-primer-setting-spray-xlsImpprod15921204""]"
"the pigment isn't very strong, and fades immediately after a few seconds. it just leaves a shimmer. not a great blush :/",2,2,"[""https://www.ulta.com/p/megaglo-makeup-stick-blush-xlsImpprod16731045"", ""https://www.ulta.com/p/megaglo-makeup-stick-pimprod2043772""]"
the pink is my favorite. brightens and blurs.,4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
"the porefessional lite primer just didn't work for me. this is not tinted like the porefessional regular and doesn't fill and smooth as well. also, it caused a little breakout for me. i'll stick with the regular!",2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
"the powder is alright but the packaging is trash! no matter how tightly i close it, the lid unscrews and it makes a huge mess! waste of money!",4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
the price was amazing!! it blended so easily with a brush and looked very natural!,2,2,"[""https://www.ulta.com/p/megaglo-makeup-stick-conceal-pimprod2012854"", ""https://www.ulta.com/p/megaglo-makeup-stick-contour-xlsImpprod16731047""]"
the primer dries my skin .,2,2,"[""https://www.ulta.com/p/photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2030498"", ""https://www.ulta.com/p/travel-size-photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2032761""]"
the primer has a smoother texture and it helps my foundation stay on my skin better. the smell is a little chemical and i didn't like it. overall a great product and would use again,2,2,"[""https://www.ulta.com/p/photo-finish-resurface-primer-with-glycolic-acid-pimprod2044509"", ""https://www.ulta.com/p/travel-size-photo-finish-resurface-primer-with-glycolic-acid-pimprod2044511""]"
"the product does take a bit to show. however, it blends well and does not appear orange. this is so important for a good bronzer. packaging can be iffy.",2,2,"[""https://www.ulta.com/p/butter-bronzer-murumuru-butter-bronzer-xlsImpprod13621011"", ""https://www.ulta.com/p/matte-monoi-butter-bronzer-pimprod2021750""]"
"the product is amazing, blends beautifully, and is very beginner friendly! my only issue was that it breaks very easily and exploded all over the inside of my makeup bag.",2,2,"[""https://www.ulta.com/p/butter-bronzer-murumuru-butter-bronzer-xlsImpprod13621011"", ""https://www.ulta.com/p/matte-monoi-butter-bronzer-pimprod2021750""]"
the product is great! absolutely love and have purchased several bottles. my one bone to pick is the bottle does not travel well. of the 5x i've purchased ive tried all sorts of ways to ensure it doesn't leak on airplanes. all of them have! i travel for work so it's definitely not my first rodeo. tula make your tubes better!,2,2,"[""https://www.ulta.com/p/blurring-moisturizing-filter-primer-pimprod2024916"", ""https://www.ulta.com/p/supersize-blurring-moisturizing-filter-primer-pimprod2024917""]"
"the product itself is great but if you order online be careful because you could get scammed like i did. i ordered online and chose to pick up instore in fayeteville, nc and when i picked up i got the old spray in the old packaging and the manager had no idea about the reformulation and the new packaging. she told me they all had the same sku number so she coukd refund me but i couldnt get the product i paid for. im really disappointed becsuse im going on vacation tomorrow and dont have time to reorder online. i thought ulta valued their customers, but i was wrong.",2,2,"[""https://www.ulta.com/p/mini-mac-prep-prime-fix-primer-setting-spray-xlsImpprod15921206"", ""https://www.ulta.com/p/prep-prime-fix-primer-setting-spray-xlsImpprod15921204""]"
"the product works really well on my skin. it does not feel heavy or greasy, and it provides a seamless coverage while effectively concealing pores. the product lasts at least 4 hours on my skin without any touch-ups. it makes my skin feel comfortable and looks radiant. highly recommend.",2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
"the product works well ad a primer, but it why does it smell like flower perfume? i hate putting scented products on my face and this scent lingers even after make up is applied over it. wish they would make it unscented, especially for the price point.",2,2,"[""https://www.ulta.com/p/mini-vitamin-enriched-face-base-moisturizer-primer-with-vitamin-c-hyaluronic-acid-pimprod2025025"", ""https://www.ulta.com/p/vitamin-enriched-face-base-moisturizer-primer-with-vitamin-c-hyaluronic-acid-pimprod2025028""]"
"the products hinge broke after a few months, now all of the parts of the product are separate, and i have to hold them together with a rubber band. the product itself isn't the worst, sometimes it looks alittle dirty on.",2,2,"[""https://www.ulta.com/p/butter-bronzer-murumuru-butter-bronzer-xlsImpprod13621011"", ""https://www.ulta.com/p/matte-monoi-butter-bronzer-pimprod2021750""]"
the smell of menthol/tea tree oil is so strong. it felt like i was putting vick's vaporub on my face. sister could smell me in another room; that is how strong it is.,2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
the texture and consistency of the product is terrible. it's rolled or fallen from my hand so many times. i don't notice a huge difference from using it. wouldn't recommend,2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
"the texture is very cooling, the sense is pleasant. packaging is amazing. the coverage is perfect! would recommend to anybody and definitely repurchase in the future once i run out ï¿¼",2,2,"[""https://www.ulta.com/p/photo-finish-resurface-primer-with-glycolic-acid-pimprod2044509"", ""https://www.ulta.com/p/travel-size-photo-finish-resurface-primer-with-glycolic-acid-pimprod2044511""]"
"the texture makes me feel like there isn't a primer there, but there is. i honestly can say this is one of my favorite primers and has great coverage, and the scent isn't strong!",2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
the translucent powder oxodizes very very bad! got it just to try it out and i am not impressed at all!! might work better with other shades but translucent is a nooo from me,4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
"there aren't any chemical smell, best make up remover ever.",2,2,"[""https://www.ulta.com/p/lash-clean-oil-free-makeup-remover-pimprod2018008"", ""https://www.ulta.com/p/travel-size-lash-clean-oil-free-makeup-remover-pimprod2018009""]"
these blending drops are great packaging with a non bronzer scent! it has a great texture which is great either added to foundation or used alone. the coverage is lighy and i have had no issues with any ingredients used.,3,3,"[""https://www.ulta.com/p/bronzing-blendrops-spf-40-priming-drops-pimprod2043859"", ""https://www.ulta.com/p/illuminizing-blendrops-spf-40-priming-drops-pimprod2043861"", ""https://www.ulta.com/p/perfecting-blendrops-spf-40-priming-drops-pimprod2043860""]"
"these blushes are the og. each color is beautiful. they apply easily and smoothly, you can build them up, and they arent flat. they last all day too. the box comes with a small mirror but they no longer include the little brush",2,2,"[""https://www.ulta.com/p/wanderful-world-silky-soft-powder-blush-mini-xlsImpprod13741141"", ""https://www.ulta.com/p/wanderful-world-silky-soft-powder-blush-xlsImpprod820350""]"
they changed it from the regular primer. i hate the new stuff. the original worked perfect for me.,2,2,"[""https://www.ulta.com/p/mini-prime-time-original-pore-minimizing-primer-pimprod2039236"", ""https://www.ulta.com/p/prime-time-original-pore-minimizing-primer-pimprod2036786""]"
they changed the packaging and a brush isnt included anymore. the packaging is smaller and includes less product and it became significantly more expensive. the problem with this price hike is that it's not a luxury product.,3,3,"[""https://www.ulta.com/p/hoola-matte-powder-bronzer-jumbo-pimprod2045528"", ""https://www.ulta.com/p/hoola-matte-powder-bronzer-mini-xlsImpprod13741145"", ""https://www.ulta.com/p/hoola-matte-powder-bronzer-xlsImpprod820346""]"
"this balm is absolutely amazing! i've overused this product thinking it couod take off all makeup, but it truely seamlessly breaks down your eye makeup in the most gentle way, but is not suitable as your one stop to taking all all makeup. will need to follow up with the take the day off cleanser to leave you squeaky clean! personally, i use a small amount on my entire dry face to 'help' break down my makeup but primarily focus on my eye makeup to break it all down and follow up with the matching face wash then exfoliate. after you feel the true clean feel, its like you can't settle for anything less.",2,2,"[""https://www.ulta.com/p/take-day-off-cleansing-balm-makeup-remover-mini-xlsImpprod18791009"", ""https://www.ulta.com/p/take-day-off-cleansing-balm-makeup-remover-xlsImpprod11771009""]"
"this blush is easy to apply and good for on the go, but needs multiple layers and reapplication to last. when blending, most of the color goes away.",2,2,"[""https://www.ulta.com/p/megaglo-makeup-stick-blush-xlsImpprod16731045"", ""https://www.ulta.com/p/megaglo-makeup-stick-pimprod2043772""]"
"this blush is highly pigmented, especially considering its price. it blows some much pricier blushes i've owned completely out of the water. it's not just more pigmented than others; it also has good staying power. i use this after setting and then bronzer powder, and it always delights me. i'm not a sparkle gal, and i haven't found this blush to be sparkly - just lovely.",2,2,"[""https://www.ulta.com/p/trublend-so-flushed-high-pigment-blush-pimprod2016942"", ""https://www.ulta.com/p/trublend-so-flushed-high-pigment-bronzer-pimprod2017123""]"
this blush is just so good it pigmented its blendable and just so pretty for everyday its just too good,2,2,"[""https://www.ulta.com/p/trublend-so-flushed-high-pigment-blush-pimprod2016942"", ""https://www.ulta.com/p/trublend-so-flushed-high-pigment-bronzer-pimprod2017123""]"
this blush is really beautiful. it is a nice color. it's a high pigment blush. i would definitely recommend this product.,2,2,"[""https://www.ulta.com/p/trublend-so-flushed-high-pigment-blush-pimprod2016942"", ""https://www.ulta.com/p/trublend-so-flushed-high-pigment-bronzer-pimprod2017123""]"
this blush is so pigmented so pink and beautiful it's super buildable so you can go on as light as you want build it up as bright as you want it has like a slight shimmer to it but i think it's really beautiful i have been loving this for adding on to my nose for that new blush trend.,2,2,"[""https://www.ulta.com/p/trublend-so-flushed-high-pigment-blush-pimprod2016942"", ""https://www.ulta.com/p/trublend-so-flushed-high-pigment-bronzer-pimprod2017123""]"
this blush looks so pretty on my skin. it's a really nice peachy color. it doesn't take a lot of product for it to show up. it compliments my skin very nicely.,2,2,"[""https://www.ulta.com/p/wanderful-world-silky-soft-powder-blush-mini-xlsImpprod13741141"", ""https://www.ulta.com/p/wanderful-world-silky-soft-powder-blush-xlsImpprod820350""]"
this bonded my lash extensions to my lashes &amp; it was so painful as they grew out. horrible product.,2,2,"[""https://www.ulta.com/p/lash-clean-oil-free-makeup-remover-pimprod2018008"", ""https://www.ulta.com/p/travel-size-lash-clean-oil-free-makeup-remover-pimprod2018009""]"
"this bronzer provides a wonderful summer glow. it's light enough to look natural on my fair skin. it has a subtle shimmer and brings warmth to my face. i love to use this as an eyeshadow as well, especially with a brown liner.",2,2,"[""https://www.ulta.com/p/laguna-bronzer-powder-talc-free-pimprod2038440"", ""https://www.ulta.com/p/mini-laguna-bronzer-powder-talc-free-pimprod2038438""]"
"this cleansing balm works extremely well! i was a bit weary of using it on the eye area due to the sent (kind of minty or like eucalyptus). i tried it and it removes eye makeup super well and it didn't burn, but had a cooling sensation for sure which makes me nervous. felt very luxurious and the smell was nice. a little also goes a long way so it will last a long time!",2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
"this color-correcting formula is so neat when i first opened it and looked at the product's color i thought that the product wouldn't work. but to my surprise, it went perfectly and the added glow effect was a bonus. i was able to cover up imperfections on my face without having to wear foundation if i didn't want to and it is a great sunscreen that lasts all day.",3,3,"[""https://www.ulta.com/p/bronzing-blendrops-spf-40-priming-drops-pimprod2043859"", ""https://www.ulta.com/p/illuminizing-blendrops-spf-40-priming-drops-pimprod2043861"", ""https://www.ulta.com/p/perfecting-blendrops-spf-40-priming-drops-pimprod2043860""]"
this concealer creases almost immediately. i'm disappointed!,2,2,"[""https://www.ulta.com/p/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod5770259"", ""https://www.ulta.com/p/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod12871043""]"
this concealer gives great coverage and blends so well. its brightening and beautifully covers the dark spots under my eyes. the price point is perfect as well. i have very sensitive skin and this does not irritate my skin at all.,2,2,"[""https://www.ulta.com/p/i-am-magic-concealer-pimprod2006835"", ""https://www.ulta.com/p/i-am-magic-mini-concealer-pimprod2026783""]"
this concelare is my current favorite and it blends amazing the only issue i found was the packaging after the first couple weels its very leaky to the point that i suggest its placed seperate from other makeup,2,2,"[""https://www.ulta.com/p/i-am-magic-concealer-pimprod2006835"", ""https://www.ulta.com/p/i-am-magic-mini-concealer-pimprod2026783""]"
"this conclear looks full-coverage at first but after an hour atleast it shows every crease you didnt even know u had, ive tried so many conclears and this worked really bad under by eyes, to carve out ur eyebrows though its perfect but fo sure not under ur eye",2,2,"[""https://www.ulta.com/p/i-am-magic-concealer-pimprod2006835"", ""https://www.ulta.com/p/i-am-magic-mini-concealer-pimprod2026783""]"
"this dandelion blush looks amazing on my pale skin! it is super sheer though, so you really have to build it up (but as someone who doesn't wear much makeup it's perfect). on the skin it looks like the perfect baby pink with subtle gold shimmers. also it is lightly scented, but you can't feel it once it's on.",2,2,"[""https://www.ulta.com/p/wanderful-world-silky-soft-powder-blush-mini-xlsImpprod13741141"", ""https://www.ulta.com/p/wanderful-world-silky-soft-powder-blush-xlsImpprod820350""]"
this did nothing for my redness and idk how but it somehow made my pores even harder to cover.,3,3,"[""https://www.ulta.com/p/studio-perfect-color-correcting-primer-in-green-xlsImpprod3280313"", ""https://www.ulta.com/p/studio-perfect-color-correcting-primer-in-lavender-xlsImpprod3280315"", ""https://www.ulta.com/p/studio-perfect-face-primer-in-clear-xlsImpprod3280311""]"
this did nothing to correct my redness etc glad i only bought the travel size,2,2,"[""https://www.ulta.com/p/one-step-correct-brightening-correcting-primer-xlsImpprod2390219"", ""https://www.ulta.com/p/travel-size-one-step-correct-brightening-correcting-primer-xlsImpprod16451215""]"
"this does not even break down my makeup. i have tried to use this as a double cleanse, but this does not even cut through my eye makeuo or my foundation if i use primer. however, i do use waterproof mascara. i started just using this after a no makeup day because it is moisturizing and kind of helps with removing sunscreen.",2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
this does not work at all unless there is a secret way to use this which not on any instructions or just does not work.,2,2,"[""https://www.ulta.com/p/lash-clean-oil-free-makeup-remover-pimprod2018008"", ""https://www.ulta.com/p/travel-size-lash-clean-oil-free-makeup-remover-pimprod2018009""]"
this gives a nice peachy glow to my cheeks; soft and subtle.,2,2,"[""https://www.ulta.com/p/wanderful-world-silky-soft-powder-blush-mini-xlsImpprod13741141"", ""https://www.ulta.com/p/wanderful-world-silky-soft-powder-blush-xlsImpprod820350""]"
this glow primer brightens my complexion under my liquid foundation. it gives my skin a healthy glow.,2,2,"[""https://www.ulta.com/p/photo-finish-illuminate-glow-primer-pimprod2030497"", ""https://www.ulta.com/p/travel-size-photo-finish-illuminate-glow-primer-pimprod2032764""]"
this goes on clear with small beads that change to fit yiur skin tone perfectly. its what i wear when i want to feel like im wearing nothing. i love it and it rates high on my yucca app. love this a lot and i change foundations often. im 32,2,2,"[""https://www.ulta.com/p/cc-water-with-hyaluronic-acid-pimprod2025143"", ""https://www.ulta.com/p/travel-size-cc-water-with-hyaluronic-acid-pimprod2025144""]"
"this hands down is my summer go to tinted moisturizer. sometimes i add a pump of foundation into it if i'm looking for a little bit more coverage. keeps my skin hydrated. gives the look like i'm not wearing makeup but just have a beautiful even skin tone. i wear this and a little bit of eyebrow pencil and i'm good. like i said if i need more coverage i add a pump or two of foundation, which mixes well with all foundations. i like that there is some sunblock in it for days it's not super hot i don't add sunblock under my makeup. i saw a lot of reviews saying it broke them out, i have not had that problem. i also wash my face every night and put on face oil, no problem. in the morning i usually use a light water cream moisturizer. highly recommend! i have middle-aged skin with discoloration no texture or wrinkles but i do have bigger pores. i continually purchase and stock up when it's on sale 10 out of 10.",2,2,"[""https://www.ulta.com/p/halo-healthy-glow-tinted-moisturizer-broad-spectrum-spf-25-pimprod2016307"", ""https://www.ulta.com/p/mini-halo-healthy-glow-tinted-moisturizer-broad-spectrum-spf-25-pimprod2033372""]"
this has a nice classic package and no scent. the texture is silky smooth the coverage is gorgeous. it is so beautiful and the sunlight there's illuminating and the ingredients are gorgeous.,3,3,"[""https://www.ulta.com/p/bronzing-blendrops-spf-40-priming-drops-pimprod2043859"", ""https://www.ulta.com/p/illuminizing-blendrops-spf-40-priming-drops-pimprod2043861"", ""https://www.ulta.com/p/perfecting-blendrops-spf-40-priming-drops-pimprod2043860""]"
"this has an intense floral smell that stays with you for a while. i am not a fan of my skincare - particular skincare meant to be absorbed - that has heavy perfumes. on top of that, my sunscreen and product pills on top of this. it didn't matter if i put a ton of the moisturizer on and then product immediately after or is inised sparingly and waited an hour. it always pills. lastly, i don't see how this is also a primer. it looks like regular moisturizer on my face.",2,2,"[""https://www.ulta.com/p/mini-vitamin-enriched-face-base-moisturizer-primer-with-vitamin-c-hyaluronic-acid-pimprod2025025"", ""https://www.ulta.com/p/vitamin-enriched-face-base-moisturizer-primer-with-vitamin-c-hyaluronic-acid-pimprod2025028""]"
"this has incredible coverage &amp; unlike other reviews, i love the consistency. a mere drop of product is enough for both eyes. but it settles into such horrible creases which prevents it from being the perfect concealer. pls send helpful tips!",2,2,"[""https://www.ulta.com/p/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod5770259"", ""https://www.ulta.com/p/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod12871043""]"
"this helped tone down my redness a bit but i didn't like how oily it felt while applying, i will say that once it settled it felt really nice on my skin. i noticed a tad bit difference in the redness on my face but did not think it was overly amazing at correcting redness. it is a nice primer but may look at something thicker",3,3,"[""https://www.ulta.com/p/studio-perfect-color-correcting-primer-in-green-xlsImpprod3280313"", ""https://www.ulta.com/p/studio-perfect-color-correcting-primer-in-lavender-xlsImpprod3280315"", ""https://www.ulta.com/p/studio-perfect-face-primer-in-clear-xlsImpprod3280311""]"
this is a great primer for minimizing pores and making your face look smooth and flawless. i really liked the way it felt when first applied and it helped my makeup stay on all day. my only complaint is that it seemed to clog my pores which make sense since its goal is to smooth out your pores but i've noticed more blackheads since using this primer.,2,2,"[""https://www.ulta.com/p/photo-finish-resurface-primer-with-glycolic-acid-pimprod2044509"", ""https://www.ulta.com/p/travel-size-photo-finish-resurface-primer-with-glycolic-acid-pimprod2044511""]"
this is a great primer. goes on smooth.,2,2,"[""https://www.ulta.com/p/photo-finish-illuminate-glow-primer-pimprod2030497"", ""https://www.ulta.com/p/travel-size-photo-finish-illuminate-glow-primer-pimprod2032764""]"
this is a great product for the money. will be buying this powder again.,4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
this is a great purchase!,2,2,"[""https://www.ulta.com/p/smooth-affair-facial-primer-brightener-pimprod2004113"", ""https://www.ulta.com/p/smooth-affair-mattifying-face-primer-pimprod2033620""]"
"this is a great tinted moisturizer with spf and i have been using it almost daily since last summer. it evens out my skin tone, leaving it looking healthy and fresh without feeling heavy. the finish is a very subtle glow.",2,2,"[""https://www.ulta.com/p/halo-healthy-glow-tinted-moisturizer-broad-spectrum-spf-25-pimprod2016307"", ""https://www.ulta.com/p/mini-halo-healthy-glow-tinted-moisturizer-broad-spectrum-spf-25-pimprod2033372""]"
this is a lightweight product that does the job it says it will. it doesn't settle in pores either. i usually let it dry before applying foundation.,2,2,"[""https://www.ulta.com/p/blurring-moisturizing-filter-primer-pimprod2024916"", ""https://www.ulta.com/p/supersize-blurring-moisturizing-filter-primer-pimprod2024917""]"
"this is a new type of product to me, but i'm a fan! i combined this with my normal serum and applied it to my face right after i washed! then i continued with my normal skincare and daily makeup routine and it was perfect! i love that it's got spf40. so this will be a perfect addition to my summer skincare.",3,3,"[""https://www.ulta.com/p/bronzing-blendrops-spf-40-priming-drops-pimprod2043859"", ""https://www.ulta.com/p/illuminizing-blendrops-spf-40-priming-drops-pimprod2043861"", ""https://www.ulta.com/p/perfecting-blendrops-spf-40-priming-drops-pimprod2043860""]"
this is a pricey product and as a primer i was disappointed in it. it doesn't give the blue effect i had hoped for.,2,2,"[""https://www.ulta.com/p/blurring-moisturizing-filter-primer-pimprod2024916"", ""https://www.ulta.com/p/supersize-blurring-moisturizing-filter-primer-pimprod2024917""]"
"this is a quality product that works! the peach corrector covers my dark spots and works well with my other makeup. just a dab is needed. while it's not a deal breaker, i dislike the applicator, but it was easy to remove.",2,2,"[""https://www.ulta.com/p/hd-pro-corrector-concealer-pimprod2022723"", ""https://www.ulta.com/p/lightweight-hd-pro-creamy-concealer-xlsImpprod15711051""]"
this is a true hidden gem from covergirl! this bronzer is buttery smooth and blends well onto the skin. it does have a shimmer to it so if you're looking for a matte bronzer this isn't it. the tone is more warm and leaves a beautiful glow!,2,2,"[""https://www.ulta.com/p/trublend-so-flushed-high-pigment-blush-pimprod2016942"", ""https://www.ulta.com/p/trublend-so-flushed-high-pigment-bronzer-pimprod2017123""]"
"this is a truly great bronzer. i've tried a few others in the past and didn't like how they looked too dark or sometimes muddy. this bronzer has a very fine texture and blends out like a dream. i did receive this product as a free sample, but i won't hesitate to purchase when this is used. this is definitely worth trying. i have a light complexion and it worked very well.",2,2,"[""https://www.ulta.com/p/laguna-bronzer-powder-talc-free-pimprod2038440"", ""https://www.ulta.com/p/mini-laguna-bronzer-powder-talc-free-pimprod2038438""]"
this is a very good primer it makes my makeup stay on longer!,2,2,"[""https://www.ulta.com/p/mini-prime-time-original-pore-minimizing-primer-pimprod2039236"", ""https://www.ulta.com/p/prime-time-original-pore-minimizing-primer-pimprod2036786""]"
this is absolutely hands down the best balm out there. i know it is a little expensive but i think it is 100% worth it. i do not wear makeup a lot but when i do this is my go to. it removes everything without anything being left behind. i let my mother and sister use it as well. now it is in their routine. the container is very large as well and a little bit goes a long way. so i can say this last a very long time for me. even when i was wearing makeup everyday.,2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
this is an amazing product. it quickly neutralizes any red and blends easily.,2,2,"[""https://www.ulta.com/p/photo-finish-correct-anti-redness-primer-pimprod2030499"", ""https://www.ulta.com/p/travel-size-photo-finish-correct-anti-redness-primer-pimprod2032763""]"
"this is an amazing skin perfecting primer, it's a lightweight, oil free, &amp; velvety smooth primer. it's a clear gel formula that melts on contact with skin. it helps to erase pores and smooth out lines and uneven texture. i use a pea sized amount, rub it between my fingers warming it up. and then i use rubbing and tapping motions to apply. it helps to make your makeup go on easily, stay fresh, and last longer. it's a silicone based formula and i love using it when i want my makeup to last all day &amp; you can also wear it alone too. i little goes a long way, you really can stretch this formula to cover more of your skin. it's an antioxidant blend with vitamins a&amp;e, grapeseed extract, and green tea. im a big fan of this primer and i think if you try it yourself you will see why its their number one selling primer.",2,2,"[""https://www.ulta.com/p/original-photo-finish-smooth-blur-oil-free-primer-xlsImpprod3590041"", ""https://www.ulta.com/p/travel-size-original-photo-finish-smooth-blur-oil-free-primer-pimprod2033047""]"
